name,Model,price,Giá hiện tại,Khuyến mãi,Link,Mô tả
Laptop HP 240 G9 i3 1215U/8GB/512GB/Win11 (6L1X8PA),HP,Không có,Không có,Không có,//www.thegioididong.com/laptop/hp-240-g9-i3-6l1x8pa,"['Laptop HP 240 G9 i3 1215U (6L1X8PA) chắc chắn sẽ là người bạn đồng hành lý tưởng cho mọi học sinh, sinh viên. Cấu hình ổn định với vi xử lý Intel thế hệ 12, RAM, SSD vừa đủ cùng nhiều tiện ích hỗ trợ khác sẽ mang lại nhiều trải nghiệm hữu ích cho bạn trong học tập và công việc thường ngày.']"
Laptop Dell G15 5530 i7 13650HX/16GB/1TB/8GB RTX4060/165Hz/OfficeHS/Win11 (i7HX161W11GR4060),Dell,41.990.000₫,36.990.000₫ *,-11%,//www.thegioididong.com/laptop/dell-g15-5530-i7-i7hx161w11gr4060,"['Với laptop Dell G15 5530 i7 13650HX (i7HX161W11GR4060) bạn không chỉ là một game thủ mà còn là một nhà sáng tạo thực thụ. CPU Intel Core i7 thế hệ 13 và card đồ họa RTX 4060 mang đến hiệu năng vượt trội, giúp bạn chinh phục mọi thử thách, từ những trận game căng thẳng đến các dự án sáng tạo đòi hỏi cao. Thiết kế hiện đại và màn hình chất lượng cao sẽ làm bạn hài lòng ngay từ cái nhìn đầu tiên.']"
Laptop Dell Inspiron 15 3530 i5 1334U/16GB/512GB/120Hz/OfficeHS/KYHD/Win11 (71043885),Dell,19.990.000₫,18.490.000₫ *,-7%,//www.thegioididong.com/laptop/dell-inspiron-15-3530-i5-71043885,"['Bạn đang tìm kiếm chiếc laptop giải quyết được nhiều tác vụ từ học tập đến công việc nhưng chỉ với mức giá dưới 20 triệu thì laptop Dell Inspiron 15 3530 i5 1334U (71043885) là sản phẩm phù hợp với bạn. Máy không những sở hữu hiệu năng mạnh mẽ từ chip Intel thế hệ 13, thiết kế hiện đại mà còn đi kèm Office Home & Student vĩnh viễn và Keep Your Hard Drive tiện lợi.']"
Laptop Dell Latitude 3450 i5 1335U/16GB/512GB/Win11 (L3450-1335U-16512W),Dell,19.990.000₫,18.890.000₫ *,-5%,//www.thegioididong.com/laptop/dell-latitude-3450-i5-l34501335u16512w,Không có
Laptop MSI Modern 15 B12MO i5 1235U/16GB/512GB/Win11 (628VN),MSI,Không có,Không có,Không có,//www.thegioididong.com/laptop/msi-modern-15-b12mo-i5-628vn,"['Thiết kế sang trọng, hiệu năng mạnh mẽ và nhiều tiện ích hiện đại là những gì được gói gọn trong chiếc laptop MSI Modern 15 B12MO i5 1235U (628VN). Đây chính xác là một mẫu laptop học tập - văn phòng sẽ thỏa mãn mọi yêu cầu làm việc, giải trí hàng ngày, phù hợp với sinh viên hay nhân viên văn phòng.']"
Laptop Asus Zenbook DUO UX8406CA Ultra 9 285H/32GB/1TB/120Hz/Touch/OfficeHS24+365/Win11 (PZ109WS),Asus,Không có,61.990.000₫,Không có,//www.thegioididong.com/laptop/asus-zenbook-duo-ux8406ca-ultra-9-pz109ws,"['Dành cho những người dùng chuyên nghiệp đòi hỏi sự linh hoạt và hiệu suất tối đa, laptop Asus Zenbook DUO UX8406CA Ultra 9 285H (PZ109WS) sẽ là lựa chọn hàng đầu khi sở hữu màn hình kép cảm ứng 120 Hz, bộ cấu hình khủng gồm vi xử lý Intel Ultra 9 285H, 32 GB RAM và 1 TB SSD,... mang đến trải nghiệm làm việc và giải trí đỉnh cao.', 'Hiệu năng vượt trội đến từ bộ cấu hình khủng']"
Laptop MacBook Air 13 inch M4 32GB/256GB,MacBook,Không có,36.990.000₫,Không có,//www.thegioididong.com/laptop/macbook-air-13-inch-m4-32gb-256gb,"['MacBook Air 13 inch M4 32GB/256GB là lựa chọn hoàn hảo cho những ai cần một thiết bị siêu di động nhưng vẫn đảm bảo hiệu suất cao. Với chip Apple M4 tối tân, RAM 32 GB cho khả năng đa nhiệm mượt mà và màn hình Retina sắc nét, đây chính là chiếc laptop lý tưởng cho công việc và giải trí trong mọi tình huống.', 'Thiết kế sang trọng, siêu mỏng và linh hoạt']"
Laptop Lenovo Gaming LOQ 15IRX9 i7 13650HX/24GB/512GB/6GB RTX4050/144Hz/Win11 (83DV00UGVN),Lenovo,Không có,Không có,Không có,//www.thegioididong.com/laptop/lenovo-loq-15irx9-i7-83dv00ugvn,"['Laptop Gaming Lenovo LOQ 15IRX9 i7 13650HX (83DV00UGVN) dòng máy gaming vốn đã quá quen thuộc đến từ thương hiệu Lenovo, mang đến trải nghiệm vượt trội cho cả game thủ lẫn những người làm việc trong các lĩnh vực sáng tạo đòi hỏi hiệu suất cao. Sở hữu bộ vi xử lý Intel Gen 13 mạnh mẽ, card đồ họa NVIDIA GeForce RTX 40 series cùng thiết kế đậm chất gaming, đây thực sự là một chiếc laptop đáng để đầu tư.']"
Laptop Lenovo V14 G4 i7 1355U/16GB/512GB/Win11 (83A00012VN),Lenovo,Không có,Không có,Không có,//www.thegioididong.com/laptop/lenovo-thinkpad-v14-i7-83a00012vn?utm_flashsale=1,"['Lựa chọn một chiếc laptop vừa hợp túi tiền lại có thể đáp ứng hàng loạt các tác vụ công việc thường ngày luôn là tiêu chí hàng đầu cho người dùng hiện đại. Laptop Lenovo V14 G4 i7 1355U (83A00012VN) sở hữu con chip Intel Gen 13 mạnh mẽ, RAM cùng bộ nhớ lớn hiện đang có mức giá hấp dẫn tại Thế Giới Di Động.']"
Laptop GIGABYTE G5 MF5 RC555 i5 13500H/16GB/512GB/6GB RTX4050/144Hz/Win11 (9RC55MF5FEIAA1VN0C0),GIGABYTE,Không có,21.990.000₫,Không có,//www.thegioididong.com/laptop/gigabyte-g5-mf5-rc555-i5-9rc55mf5feiaa1vn0c0,"['Chiếc laptop gaming này được trang bị cấu hình mạnh mẽ với vi xử lý Intel thế hệ 13 dòng H hiệu năng cao, card đồ họa rời RTX 40 series và màn hình tần số quét 144 Hz, mang đến trải nghiệm mượt mà trong mọi trận đấu. Với mức giá dưới 22 triệu, laptop GIGABYTE G5 MF5 RC555 i5 13500H (9RC55MF5FEIAA1VN0C0) sẽ trở thành người bạn đồng hành lý tưởng, giúp bạn thống lĩnh mọi đấu trường ảo một cách đầy tự tin.']"
Laptop Lenovo Ideapad Slim 5 15IRU9 Core 5 120U/16GB/512GB/Win11 (83D0000EVN),Lenovo,Không có,Không có,Không có,//www.thegioididong.com/laptop/lenovo-ideapad-slim-5-15iru9-core-5-83d0000evn,"['Nổi bật trong phân khúc laptop học tập - văn phòng, chiếc laptop Lenovo IdeaPad Slim 5 15IRU9 Core 5 120U (83D0000EVN) sở hữu ngoại hình thanh lịch, hiện đại, mang đến phong cách thời thượng cho học sinh, sinh viên và nhân viên văn phòng.']"
Laptop Dell Inspiron 14 5440 Core 7 150U/16GB/512GB/OfficeHS/Win11 (N4I7204W1),Dell,25.990.000₫,24.490.000₫ *,-5%,//www.thegioididong.com/laptop/dell-inspiron-14-5440-core-7-n4i7204w1,"['Được trang bị bộ vi xử lý Intel Core 7 mạnh mẽ cùng 16 GB RAM, laptop Dell Inspiron 14 5440 Core 7 150U (N4I7204W1) hứa hẹn đem đến một công cụ làm việc đáng tin cậy. Mang lại sự mượt mà, nhanh chóng trong mọi thao tác, từ các tác vụ học tập, làm việc cho đến đồ họa cơ bản.']"
Laptop MacBook Pro 14 inch M4 Pro 48GB/512GB,MacBook,59.990.000₫,59.490.000₫,Không có,//www.thegioididong.com/laptop/macbook-pro-14-inch-m4-pro-48gb-512gb,"['Apple tiếp tục khẳng định vị thế dẫn đầu trong ngành công nghệ với sản phẩm mới nhất - Macbook Pro 14 inch M4 Pro 48GB/512GB. Chiếc máy tính xách tay cao cấp này là sự kết hợp hoàn hảo giữa thiết kế sang trọng, hiệu năng vượt trội và những cải tiến công nghệ tiên tiến nhất. Với nhiều điểm nhấn ấn tượng từ con chip M4 mới đến màn hình Liquid Retina XDR thế hệ mới,... máy sẽ hoàn thiện thật hoàn hảo mọi nhu cầu người dùng.', 'Khả năng vượt cả mong đợi từ cấu hình']"
Laptop Lenovo Yoga Slim 7 15ILL9 Ultra 7 258V/32GB/1TB/120Hz/Touch/OfficeHS/Win11 (83HM000GVN),Lenovo,Không có,Không có,Không có,//www.thegioididong.com/laptop/lenovo-yoga-slim-7-15ill9-ultra-7-83hm000gvn,"['Dòng Yoga Slim từ lâu đã nổi tiếng bởi tính gọn nhẹ, thiết kế cao cấp, bền bỉ và hiệu năng ấn tượng cho người dùng có thể mang theo đến bất cứ đâu. Mẫu laptop Lenovo Yoga Slim 7 15ILL9 Ultra 7 258V (83HM000GVN) ""tuân theo"" nghiêm chỉnh những tiêu chuẩn vốn có của dòng máy, nay còn được hỗ trợ thế hệ chip AI hoàn toàn mới, nhiều công năng hơn để nâng cao mức trải nghiệm cho người dùng.']"
Laptop Dell Inspiron 15 3530 i5 1334U/16GB/512GB/120Hz/OfficeHS/Win11 (P16WD2),Dell,19.190.000₫,18.490.000₫ *,Không có,//www.thegioididong.com/laptop/dell-inspiron-15-3530-i5-p16wd2,"['Nếu bạn đang tìm kiếm một chiếc laptop với mức giá hợp lý, hiệu năng ổn định và kiểu dáng hiện đại, laptop Dell Inspiron 15 3530 i5 1334U (P16WD2) là lựa chọn đáng cân nhắc. Với giá dưới 20 triệu đồng, chiếc laptop này mang đến sự cân bằng hoàn hảo giữa công nghệ tiên tiến và sự tinh tế trong thiết kế, hứa hẹn đáp ứng mọi nhu cầu từ học tập, làm việc đến giải trí đa phương tiện ở nhiều nền tảng khác nhau.']"
Laptop Dell XPS 13 9350 Ultra 7 256V/16GB/512GB/Touch/OfficeHS24+365/Win11 (XPSU7016W1),Dell,61.990.000₫,56.990.000₫ *,-8%,//www.thegioididong.com/laptop/dell-xps-13-9350-ultra-7-xpsu7016w1,Không có
Laptop Dell Vostro 15 3520 i5 1235U/8GB/512GB/120Hz/OfficeHS/Win11 (5M2TT2),Dell,15.490.000₫,14.490.000₫ *,-6%,//www.thegioididong.com/laptop/dell-vostro-15-3520-i5-5m2tt2,"['Laptop Dell Vostro 15 3520 i5 1235U (5M2TT2) mới nhất đến từ nhà Dell sẽ khiến bạn thực sự ấn tượng với kiểu dáng hiện đại, sở hữu những thông số kỹ thuật mạnh mẽ có thể chạy mượt những tác vụ học tập, văn phòng.', 'Hiệu năng xử lý mạnh mẽ và ổn định']"
Laptop Asus Vivobook 15 X1504VA i5 1335U/8GB/512GB/Win11 (NJ025W),Asus,Không có,Không có,Không có,//www.thegioididong.com/laptop/asus-vivobook-15-x1504va-i5-nj025w?utm_flashsale=1,"['Laptop Asus Vivobook 15 X1504VA i5 (NJ025W) được trang bị những thông số cấu hình mạnh mẽ và thiết kế đẹp mắt, một sản phẩm lý tưởng cho người dùng cần một chiếc laptop học tập - văn phòng đáp ứng nhu cầu làm việc và giải trí hàng ngày.', 'Thiết kế tinh giản, diện mạo hiện đại']"
Laptop Dell Inspiron 15 3520 i5 1235U/16GB/512GB/120Hz/OfficeHS/KYHD/Win11 (71043883),Dell,16.990.000₫,16.490.000₫ *,Không có,//www.thegioididong.com/laptop/dell-inspiron-15-3520-i5-71043883,"['Nếu bạn đang tìm kiếm một chiếc laptop dành cho học tập và công việc văn phòng với cấu hình ổn định, thiết kế hiện đại và mức giá hợp lý, laptop Dell Inspiron 15 3520 i5 1235U (71043883) là sự lựa chọn không thể bỏ qua. Đây là sản phẩm từ thương hiệu Dell danh tiếng, mang đến trải nghiệm toàn diện từ công việc cho đến giải trí.']"
Laptop Asus Vivobook 14 X1404VA i5 1335U/16GB/512GB/Win11 (NK050W),Asus,Không có,Không có,Không có,//www.thegioididong.com/laptop/asus-vivobook-14-x1404va-i5-nk050w,"['Bạn đang tìm kiếm một chiếc laptop học tập - văn phòng có khả năng đáp ứng mượt mà mọi tác vụ làm việc cũng như giải trí đa phương tiện, laptop Asus Vivobook 14 X1404VA i5 1335U (NK050W) với hiệu năng mạnh mẽ từ con chip Intel Gen 13 cùng những tính năng hiện đại chắc chắn sẽ là sự lựa chọn tuyệt vời cho bạn.']"
Laptop HP Envy x360 14 fc0162TU Ultra 5 125U/16GB/512GB/Touch/Pen/OfficeHS/Win11 (AY8X1PA),HP,Không có,Không có,Không có,//www.thegioididong.com/laptop/hp-envy-x360-14-fc0162tu-ultra-5-ay8x1pa,"['Laptop HP Envy x360 14 fc0162TU Ultra 5 125U (AY8X1PA) độc đáo với tính năng gập mở 360 độ hiện đại, thiết kế thanh mảnh sang trọng, hiệu năng mạnh mẽ từ vi xử lý Intel Core Ultra 5 125U, cùng màn hình OLED 2.8K sống động. HP Envy x360 14 được tối ưu hóa để đồng hành cùng bạn trong mọi công việc và khoảnh khắc sáng tạo, là lựa chọn hoàn hảo mà bất kì ai cũng sẽ ""thích mê"".']"
Laptop Dell Inspiron 15 3530 i7 1355U/16GB/512GB/120Hz/Office365/KYHD/Win11 (N5I7301W1),Dell,22.390.000₫,21.490.000₫ *,Không có,//www.thegioididong.com/laptop/dell-inspiron-15-3530-i7-n5i7301w1,"['Mẫu máy tính xách tay quốc dân, laptop Dell Inspiron 15 3530 i7 1355U (N5I7301W1) - một công cụ làm việc hữu ích không chỉ đáp ứng mọi nhu cầu làm việc mà còn hỗ trợ cho giải trí đa phương tiện hoàn hảo. Hãy khám phá chiếc laptop này với những tính năng vượt trội và thiết kế ấn tượng chỉ với mức giá cực lý tưởng tại Thế Giới Di Động.']"
Laptop Dell Inspiron 15 3520 i7 1255U/16GB/512GB/120Hz/OfficeHS/Win11 (71053682),Dell,20.590.000₫,19.990.000₫ *,Không có,//www.thegioididong.com/laptop/dell-inspiron-15-3520-i7-71053682,"['Nếu bạn đang tìm kiếm một chiếc laptop văn phòng mạnh mẽ, tiện dụng với ngoại hình tinh tế, laptop Dell Inspiron 15 3520 i7 1255U (71053682) chắc chắn là một lựa chọn đáng cân nhắc. Với cấu hình vượt trội, màn hình sắc nét và thiết kế hiện đại, sản phẩm này hứa hẹn sẽ trở thành trợ thủ đắc lực cho cả công việc lẫn giải trí.']"
Laptop MSI Creator Z17 HX Studio A14VGT i7 14700HX/32GB/2TB/8GB RTX4070/165Hz/Touch/Pen/Balo/Win11 (272VN),MSI,71.990.000₫,66.190.000₫,-8%,//www.thegioididong.com/laptop/msi-creator-z17-hx-studio-a14vgt-i7-272vn,"['Laptop MSI Creator Z17 HX Studio A14VGT i7 14700HX (272VN) là một tuyệt tác hoàn hảo cho lĩnh vực sáng tạo. Với bộ vi xử lý Intel Core i7 thế hệ 14 mới nhất và card đồ họa rời NVIDIA RTX 40 series, máy này đảm bảo hiệu năng mạnh mẽ để xử lý mọi tác vụ nặng, bao gồm chỉnh sửa ảnh, video và các ứng dụng đồ họa chuyên nghiệp.', 'Bứt phá mọi giới hạn với chip Intel thế hệ mới']"
Laptop Asus TUF Gaming F15 FX507ZC4 i7 12700H/16GB/512GB/4GB RTX3050/144Hz/Win11 (HN181W),Asus,26.990.000₫,23.490.000₫ *,-12%,//www.thegioididong.com/laptop/asus-fx507zc4-i7-hn181w,"['Khám phá không gian giải trí tuyệt vời trên mẫu laptop ASUS TUF Gaming F15 FX507ZC4 i7 12700H (HN181W) vốn đã cực kì quen thuộc với nhiều game thủ hiện nay. Laptop gaming sở hữu mức giá thành hợp lý nhưng lại có cấu hình vượt trội hơn mong đợi cho giải trí, chiến game hay làm việc thường ngày.']"
Laptop Lenovo IdeaPad Slim 5 OLED 14IRH10 i5 13420H/32GB/1TB/Win11 (83HR0001VN),Lenovo,Không có,23.490.000₫,Không có,//www.thegioididong.com/laptop/lenovo-ideapad-slim-5-oled-14irh10-i5-83hr0001vn,Không có
Không có,có,Không có,Không có,Không có,//www.thegioididong.com/laptop/msi-raider-18-hx-ai-a2xwig-ultra-9-033vn,Không có
Laptop Asus Vivobook 16 X1605VA i5 13420H/16GB/512GB/OfficeHS24+365/Win11 (MB1876WS),Asus,17.990.000₫,16.990.000₫ *,-5%,//www.thegioididong.com/laptop/asus-vivobook-16-x1605va-i5-mb1876ws,"['Nếu bạn đang tìm kiếm một chiếc laptop học tập và làm việc văn phòng với hiệu suất ổn định, thiết kế hiện đại và giá thành hợp lý, laptop Asus Vivobook 16 X1605VA i5 13420H (MB1876WS) là một lựa chọn đáng cân nhắc. Sở hữu cấu hình mạnh mẽ, màn hình lớn sắc nét cùng hàng loạt tính năng thông minh, sản phẩm này đáp ứng tốt nhu cầu của sinh viên, nhân viên văn phòng và cả những người sáng tạo nội dung.']"
Laptop Acer Aspire 3 A315 44P R9W8 R7 5700U/8GB/512GB/Win11 (NX.KSJSV.002),Acer,12.990.000₫,10.990.000₫ *,-15%,//www.thegioididong.com/laptop/acer-aspire-a315-44p-r9w8-r7-nxksjsv002,"['Laptop Acer Aspire A315 44P R9W8 R7 5700U (NX.KSJSV.002) chiếc laptop sở hữu một thiết kế vô cùng thanh lịch, tao nhã đi cùng với nó là cấu hình ""nhẹ nhàng"" phù hợp cho các bạn học sinh, sinh viên hoặc nhân viên văn phòng thiên về các ngành kinh tế nằm trong phân khúc giá.', 'Thiết kế tối giản, thanh lịch']"
Laptop Asus TUF Gaming F15 FX507ZC4 i5 12500H/16GB/512GB/4GB RTX3050/144Hz/Win11 (HN330W),Asus,Không có,Không có,Không có,//www.thegioididong.com/laptop/asus-gaming-tuf-f15-fx507zc4-i5-hn330w,"['Laptop Asus Gaming TUF F15 FX507ZC4 i5 12500H (HN330W) là người bạn đồng hành hoàn hảo cho các game thủ đam mê sự mạnh mẽ và hiệu năng đỉnh cao. Cấu hình quốc dân với chip Intel dòng H và card đồ họa RTX 30 series, chiếc laptop này sẽ biến mọi trận đấu của bạn trở thành trải nghiệm tuyệt vời.']"
Laptop Lenovo Gaming Legion Pro 5 16IRX9 i9 14900HX/32GB/1TB/8GB RTX4060/240Hz/Win11 (83DF0047VN),Lenovo,Không có,Không có,Không có,//www.thegioididong.com/laptop/lenovo-legion-pro-5-16irx9-i9-83df0047vn,"['Laptop Lenovo Gaming Legion Pro 5 16IRX9 i9 14900HX (83DF0047VN) chính là một chiến binh mạnh mẽ sẵn sàng đưa bạn đến với những chiến thắng vang dội trong mọi trận game. Sở hữu CPU thế hệ 14 với hiệu năng bứt phá, chiếc máy không chỉ chinh phục các tựa game nặng đô mà còn chạy mượt các tác vụ chỉnh sửa ảnh, render video,...', 'Sẵn sàng chiếc mọi tựa game nặng đô']"
Laptop Asus Vivobook 14 X1404VA i5 1334U/16GB/512GB/OfficeHS24+365/Win11 (NK771WS),Asus,16.490.000₫,15.990.000₫ *,Không có,//www.thegioididong.com/laptop/asus-x1404va-i5-nk771ws,Không có
