Link,Cong_Giao_tiep,Wireless,Webcams,Features,Den_ban_phim
//www.thegioididong.com/laptop/msi-prestige-16-ai-b2vmg-ultra-9-288v-016vn,"LAN (RJ45)
1 x USB 3.2
HDMI
1 x Headphone/microphone combo
2 x Thunderbolt 4 (hỗ trợ Power Delivery, DisplayPort)","Wi-Fi 6E (802.11ax)
Bluetooth 5.3",HD webcam,"Lớp phủ ASUS Antimicrobial Guard
Độ bền chuẩn quân đội MIL STD 810H
Bản lề mở 180 độ
Bảo mật vân tay
Công tắc khóa camera",Không có đèn
//www.thegioididong.com/laptop/hp-envy-x360-14-fa0097au-r5-ay8u7pa,"HDMI
2 x USB Type-A
1 x Headphone/microphone combo
2 x USB Type-C (hỗ trợ USB Power Delivery, DisplayPort 1.4)","Bluetooth 5.2
Wi-Fi 6 (802.11ax)","Full HD Webcam
Camera IR","Công tắc khóa camera
Mở khóa khuôn mặt",Đơn sắc - Màu trắng
//www.thegioididong.com/laptop/asus-vivobook-15-oled-a1505va-i5-l1341w,"Jack tai nghe 3.5 mm
1 x USB 2.0
2 x USB 3.2
HDMI
1 x USB Type-C (chỉ hỗ trợ Power Delivery)","Bluetooth 5.0
Wi-Fi 802.11 a/b/g/n/ac",SD,HD webcam,Không có đèn
//www.thegioididong.com/laptop/lenovo-ideapad-slim-5-15iru9-core-5-83d0000evn,"HDMI
2 x USB Type-C 3.2 (hỗ trợ Power Delivery 3.0 và DisplayPort 1.4)
1 x USB 3.2
1 x Headphone/microphone combo
1 x USB 3.2 (Always on)","Wi-Fi 6 (802.11ax)
Bluetooth 5.3","HP Wide Vision 9 MP
Camera IR","Màn hình gập 360 độ
Tiêu chuẩn Nền Intel Evo
Bảo mật vân tay
Công tắc khóa camera
Mở khóa khuôn mặt",Đơn sắc - Màu trắng
//www.thegioididong.com/laptop/acer-aspire-a515-58gm-53pz-i5-nxkq4sv008,"LAN (RJ45)
Jack tai nghe 3.5 mm
2 x USB 3.2
HDMI
1 x USB Type-C (hỗ trợ USB, Thunderbolt 4)","Wi-Fi 7 (802.11be)
Bluetooth 5.4","Full HD Webcam
Camera IR","Bảo mật vân tay
Công tắc khóa camera",Đèn chuyển màu RGB - Per-Key
//www.thegioididong.com/laptop/dell-g15-5530-i9-i9hx161w11gr4060,"LAN (RJ45)
Jack tai nghe 3.5 mm
3 x USB 3.2
HDMI
1 x USB Type-C (hỗ trợ DisplayPort)","Wi-Fi 6 (802.11ax)
Bluetooth 5.3",HD webcam,"MUX Switch
NVIDIA Optimus
Độ bền chuẩn quân đội MIL STD 810H",Đèn chuyển màu RGB - 1 vùng
//www.thegioididong.com/laptop/apple-macbook-air-m2-2022-16gb-256gb-10gpu,"MagSafe 3
Jack tai nghe 3.5 mm
2 x Thunderbolt 3","Bluetooth 5.2
Wi-Fi 6 (802.11ax)",HD webcam,"TPM 2.0
AI Chip LA1
Độ bền chuẩn quân đội MIL STD 810H
Bản lề mở 180 độ
Công tắc khóa camera",Đơn sắc - Màu trắng
//www.thegioididong.com/laptop/lenovo-yoga-slim-7-15ill9-ultra-7-83hm000gvn,"Jack tai nghe 3.5 mm
1 x USB 3.2
HDMI
2 x USB-C (hỗ trợ Thunderbolt 4/USB 4, USB Power Delivery và DisplayPort 2.1)","Wi-Fi 6E (802.11ax)
Bluetooth 5.3",HD webcam,Cooler Boost,Đèn chuyển màu RGB - 4 vùng
//www.thegioididong.com/laptop/asus-vivobook-15-oled-a1505va-i5-ma467w,"Jack tai nghe 3.5 mm
1 x USB 2.0
2 x USB 3.2
HDMI
1 x USB Type-C (chỉ hỗ trợ Power Delivery)","Wi-Fi 6 (802.11ax)
Bluetooth 5.3",HD webcam,Độ bền chuẩn quân đội MIL STD 810H,Đèn chuyển màu RGB - 1 vùng
//www.thegioididong.com/laptop/asus-vivobook-16-a1607ca-ultra-5-mb038ws,"Jack tai nghe 3.5 mm
2 x USB 3.2
HDMI
2 x USB Type-C (Power Delivery and DisplayPort)","Wi-Fi 6E (802.11ax)
Bluetooth 5.3",1080p FaceTime HD camera,Bảo mật vân tay,Đơn sắc - Màu trắng
//www.thegioididong.com/laptop/hp-15s-fq5147tu-i7-7c133pa?utm_flashsale=1,"USB Type-C
Jack tai nghe 3.5 mm
2 x USB 3.2
HDMI","Wi-Fi 6E (802.11ax)
Bluetooth 5.3",HD webcam,Đơn sắc - Màu xanh,Không có
//www.thegioididong.com/laptop/hp-spectre-x360-14-eu0050tu-ultra-7-a19blpa,"2 x Thunderbolt 4 with USB-C (Power Delivery and DisplayPort)
1 x USB A
1 x Headphone/microphone combo","Wi-Fi 6E (802.11ax)
Bluetooth 5.3",SD,Full HD Webcam,"TPM 2.0
Độ bền chuẩn quân đội MIL STD 810H
Bản lề mở 180 độ
Bảo mật vân tay
Công tắc khóa camera"
//www.thegioididong.com/laptop/msi-stealth-a16-ai-a3xvgg-r9-ai-hx-370-208vn,"LAN (RJ45)
2 x USB 3.2
HDMI
1 x Headphone/microphone combo
1 x USB Type-C (hỗ trợ USB 4, DisplayPort, Power Delivery 3.0 và Thunderbolt 4 )",Không có,Không có,Không có,Không có
//www.thegioididong.com/laptop/asus-fa507uv-r7-lp142w?utm_flashsale=1,"LAN (RJ45)
Jack tai nghe 3.5 mm
1 x USB 3.2 Gen 2 Type-C (hỗ trợ DisplayPort, Power delivery, G-SYNC)
2 x USB 3.2
HDMI
1 x USB Type-C USB 4 (hỗ trợ DisplayPort)","Wi-Fi 6E (802.11ax)
Bluetooth 5.3",SD,"Full HD Webcam
Camera IR","Độ bền chuẩn quân đội MIL STD 810H
Bản lề mở 180 độ
Bảo mật vân tay
Công tắc khóa camera
Mở khóa khuôn mặt"
//www.thegioididong.com/laptop/lenovo-loq-15iax9-i5-83gs00dbvn,"LAN (RJ45)
3 x USB 3.2
HDMI
1 x USB-C 3.2 (hỗ trợ truyền dữ liệu, Power Delivery 140W và DisplayPort 1.4)
1 x Headphone/microphone combo","Wi-Fi 6E (802.11ax)
Bluetooth 5.3",1080p FaceTime HD camera,Bảo mật vân tay,Đơn sắc - Màu trắng
//www.thegioididong.com/laptop/msi-cyborg-15-a13vfk-i7-876vn,"LAN (RJ45)
Jack tai nghe 3.5 mm
2 x USB 3.2
HDMI
1 x USB Type-C (hỗ trợ USB 3.2, DisplayPort)","Wi-Fi 6E (802.11ax)
Bluetooth 5.3",Micro SD,HP TrueVision 5 MP,"Màn hình gập 360 độ
Bảo mật vân tay
Công tắc khóa camera"
//www.thegioididong.com/laptop/asus-fa506ncr-r7-hn097w,"LAN (RJ45)
Jack tai nghe 3.5 mm
3 x USB 3.2
HDMI
1 x USB Type-C (hỗ trợ DisplayPort)","Wi-Fi 6E (802.11ax)
Bluetooth 5.3",SD,1080p FaceTime HD camera,Bảo mật vân tay
//www.thegioididong.com/laptop/macbook-air-15-inch-m3-2024-16gb-256gb,"MagSafe 3
Jack tai nghe 3.5 mm
2 x Thunderbolt 3 / USB 4 (lên đến 40 Gb/s)","Bluetooth 5.0
Wi-Fi 802.11 a/b/g/n/ac",SD,HD webcam,Không có đèn
//www.thegioididong.com/laptop/msi-thin-15-b12uc-i5-2045vn,"LAN (RJ45)
Jack tai nghe 3.5 mm
3 x USB 3.2
HDMI
1 x USB Type-C (hỗ trợ DisplayPort 1.4)","Wi-Fi 6E (802.11ax)
Bluetooth 5.3",Full HD Webcam,"TPM 2.0
AI Chip LA2
Bản lề mở 180 độ
Công tắc khóa camera",Đèn chuyển màu RGB - Per-Key
//www.thegioididong.com/laptop/lenovo-thinkbook-14-g6-i7-21kg00bqvn,"LAN (RJ45)
1 x USB 3.2
HDMI
1 x USB Type-C (hỗ trợ truyền dữ liệu, Power Delivery 3.0 và DisplayPort 1.4)
1 x Thunderbolt 4 / USB 4 (hỗ trợ truyền dữ liệu, Power Delivery 3.0 và DisplayPort 1.4)
1 x Headphone/microphone combo
1 x USB 3.2 (Always on)",Wi-Fi 7 (802.11be),QHD Webcam,"Bảo mật vân tay
Công tắc khóa camera",Đơn sắc - Màu trắng
//www.thegioididong.com/laptop/hp-elitebook-630-g10-i7-873f2pa?utm_flashsale=1,Không có,"Wi-Fi 6 (802.11ax)
Bluetooth 5.3",SD,Full HD Webcam,"Bảo mật vân tay
Công tắc khóa camera"
//www.thegioididong.com/laptop/lenovo-thinkbook-16-g7-ultra-5-21ms007gvn,"LAN (RJ45)
1 x USB 3.2
HDMI
1 x USB-C (hỗ trợ USB 3.2, USB Power Delivery and DisplayPort 1.4)
1 x USB-C (hỗ trợ Thunderbolt 4 / USB4, USB Power Delivery 3.1 and DisplayPort 2.1)
1 x Headphone/microphone combo
1 x USB 3.2 (Always on)","Wi-Fi 6E (802.11ax)
Bluetooth 5.3",Camera IR 5 MP,"TPM 2.0
Độ bền chuẩn quân đội MIL STD 810H
Bản lề mở 180 độ
Bảo mật vân tay
Công tắc khóa camera
Mở khóa khuôn mặt",Đơn sắc - Màu trắng
//www.thegioididong.com/laptop/macbook-air-15-inch-m4-24gb-512gb,"MagSafe 3
Jack tai nghe 3.5 mm
2 x Thunderbolt 4.0 (hỗ trợ USB 4, USB Type-C, DisplayPort và Power Delivery)","Bluetooth 5.2
Wi-Fi 6 (802.11ax)",HD webcam,"TPM 2.0
AI Chip LA1
Bản lề mở 180 độ
Công tắc khóa camera",Đơn sắc - Màu trắng
//www.thegioididong.com/laptop/hp-pavilion-x360-14-ek2024tu-core-5-9z2v6pa,"HDMI
2 x USB Type-A
1 x Headphone/microphone combo
1 x USB Type-C (hỗ trợ USB Power Delivery, DisplayPort 1.4)","Wi-Fi 802.11 a/b/g/n/ac
Bluetooth 5.1",HD webcam,2 quạt,Đơn sắc
//www.thegioididong.com/laptop/macbook-pro-14-inch-m4-pro-48gb-512gb,"MagSafe 3
Jack tai nghe 3.5 mm
HDMI
3 x Thunderbolt 5 (USB-C) (hỗ trợ Charging, DisplayPort, Thunderbolt 4 và USB 4 (up to 40Gb/s))","Bluetooth 5.2
Wi-Fi 6 (802.11ax)",HD webcam,"TPM 2.0
AI Chip LA1
Độ bền chuẩn quân đội MIL STD 810H
Bản lề mở 180 độ
Công tắc khóa camera",Đơn sắc - Màu trắng
//www.thegioididong.com/laptop/dell-vostro-3530-i5-80gg93,"USB Type-C
1 x USB 2.0
1 x USB 3.2
HDMI
1 x Headphone/microphone combo
LAN (RJ45)","Wi-Fi 6E (802.11ax)
Bluetooth 5.3",1080p FaceTime HD camera,Bảo mật vân tay,Đơn sắc - Màu trắng
//www.thegioididong.com/laptop/lenovo-legion-pro-7-16irx9h-i9-83de001mvn,"LAN (RJ45)
Jack tai nghe 3.5 mm
3 x USB 3.2
HDMI
1 x USB-C 3.2 (hỗ trợ truyền dữ liệu, Power Delivery 140W và DisplayPort 1.4)
1 x USB Type-C (hỗ trợ USB 4, DisplayPort và Thunderbolt 4)
1 x USB 3.2 (Always on)","Bluetooth 5.0
Wi-Fi 802.11 a/b/g/n/ac",HD webcam,TPM 2.0,Không có đèn
//www.thegioididong.com/laptop/acer-swift-ai-sf14-51-75vp-ultra-7-nxj2ksv001,"HDMI
2 x USB 3.2
1 x Headphone/microphone combo
2 x USB Type-C ( hỗ trợ USB 4, DisplayPort, Power Delivery 3.0 và Thunderbolt 4)","Wi-Fi 6E (802.11ax)
Bluetooth 5.3",HD webcam,Bảo mật vân tay,Đơn sắc - Màu trắng
//www.thegioididong.com/laptop/dell-inspiron-16-5640-core-7-n5640c7u161w11ibu,"HDMI
2 x USB 3.2
1 x USB Type-C 3.2 (hỗ trợ Power Delivery và DisplayPort 1.4)
1 x Headphone/microphone combo","Wi-Fi 7 (802.11be)
Bluetooth 5.4",SD,"Full HD Webcam
Camera IR",Vapor Chamber Cooler
//www.thegioididong.com/laptop/macbook-pro-14-inch-m4-16gb-512gb,"MagSafe 3
Jack tai nghe 3.5 mm
HDMI
3 x Thunderbolt 4 ( hỗ trợ DisplayPort, Thunderbolt 4 (up to 40Gb/s), USB 4 (up to 40Gb/s))",HD webcam,Đơn sắc - Màu trắng,Không có,Không có
//www.thegioididong.com/laptop/lenovo-thinkpad-t14s-ultra-5-21ls005rvn,"HDMI
1 x USB 3.2
1 x Headphone/microphone combo
2 x USB-C (hỗ trợ Thunderbolt 4/USB 4, USB Power Delivery và DisplayPort 2.1)
1 x USB 3.2 (Always on)","Bluetooth 5.2
Wi-Fi 6 (802.11ax)",HD webcam,Quạt Arc Flow 84 cánh,"MUX Switch
NVIDIA Optimus"
//www.thegioididong.com/laptop/lenovo-loq-gaming-15iax9-i5-83gs000jvn,"LAN (RJ45)
Jack tai nghe 3.5 mm
3 x USB 3.2
HDMI
1 x USB-C 3.2 (hỗ trợ truyền dữ liệu, Power Delivery 140W và DisplayPort 1.4)","Bluetooth 5.2
Wi-Fi 6 (802.11ax)",HD webcam,"TPM 2.0
AI Chip LA1
Độ bền chuẩn quân đội MIL STD 810H
Bản lề mở 180 độ
Công tắc khóa camera",Đèn chuyển màu RGB - 4 vùng
//www.thegioididong.com/laptop/acer-nitro-v-anv15-51-57b2-i5-nhqn8sv001?utm_flashsale=1,"LAN (RJ45)
Jack tai nghe 3.5 mm
3 x USB 3.2
HDMI
1 x USB Type-C (hỗ trợ USB, DisplayPort, Thunderbolt 4)","Wi-Fi 6 (802.11ax)
Bluetooth 5.3",1080p FaceTime HD camera,"Sạc MagSafe
Bảo mật vân tay",Có
//www.thegioididong.com/laptop/lenovo-loq-15iax9-i5-83gs00d9vn,"LAN (RJ45)
Jack tai nghe 3.5 mm
3 x USB 3.2
HDMI
1 x USB-C 3.2 (hỗ trợ truyền dữ liệu, Power Delivery 140W và DisplayPort 1.4)","Wi-Fi 6 (802.11ax)
Bluetooth 5.3",Micro SD,"Full HD Webcam
Camera IR","Security Guard
Glance by Mirametrix
Mở khóa khuôn mặt"
//www.thegioididong.com/laptop/macbook-air-13-inch-m4-32gb-1tb,"MagSafe 3
Jack tai nghe 3.5 mm
2 x Thunderbolt 4.0 (hỗ trợ USB 4, USB Type-C, DisplayPort và Power Delivery)","Bluetooth 5.2
Wi-Fi 6 (802.11ax)",Micro SD,HD webcam,Bản lề mở 180 độ
//www.thegioididong.com/laptop/hp-240-g8-i3-6l1a2pa?utm_flashsale=1,"USB Type-C
Jack tai nghe 3.5 mm
HDMI
LAN (RJ45)
2 x USB 3.1","Wi-Fi 6E (802.11ax)
Bluetooth 5.3",Micro SD,Full HD Webcam,"Độ bền chuẩn quân đội MIL STD 810H
Tiêu chuẩn Nền Intel Evo
Bản lề mở 180 độ
Bảo mật vân tay
Numberpad"
//www.thegioididong.com/laptop/hp-probook-450-g10-i7-873d3pa?utm_flashsale=1,"LAN (RJ45)
Jack tai nghe 3.5 mm
2 x USB Type-A
HDMI
2 x USB Type-C (hỗ trợ USB Power Delivery, DisplayPort 2.1)","Bluetooth 5.2
Wi-Fi 6 (802.11ax)",Micro SD,"Full HD Webcam
Camera IR","TPM 2.0
Độ bền chuẩn quân đội MIL STD 810H
Công tắc khóa camera
Mở khóa khuôn mặt"
//www.thegioididong.com/laptop/msi-creator-z17-hx-studio-a14vgt-i7-272vn,"Jack tai nghe 3.5 mm
1 x USB 3.2
HDMI
1 x USB Type-C (hỗ trợ USB, Power Delivery, DisplayPort và Thunderbolt 4)
1 x USB Type-C (hỗ trợ USB, DisplayPort, Thunderbolt 4)","Wi-Fi 6E (802.11ax)
Bluetooth 5.3",Full HD Webcam,Công tắc khóa camera,Đèn chuyển màu RGB - 4 vùng
//www.thegioididong.com/laptop/acer-nitro-v-15-anv15-41-r2up-r5-nhqpgsv004,"LAN (RJ45)
Jack tai nghe 3.5 mm
3 x USB 3.2
HDMI
1 x USB Type-C USB 4 (hỗ trợ DisplayPort)","Wi-Fi 6E (802.11ax)
Bluetooth 5.3",1080p FaceTime HD camera,Bảo mật vân tay,Đơn sắc - Màu trắng
//www.thegioididong.com/laptop/asus-fx507zc4-i7-hn181w,"LAN (RJ45)
Jack tai nghe 3.5 mm
1 x USB Type-C 3.2 (hỗ trợ DisplayPort / G-SYNC)
2 x USB 3.2
HDMI
1 x Thunderbolt 4 (hỗ trợ DisplayPort)","Wi-Fi 6E (802.11ax)
Bluetooth 5.3","Full HD Webcam
Camera IR","Độ bền chuẩn quân đội MIL STD 810H
Công tắc khóa camera
Mở khóa khuôn mặt",Đơn sắc - Màu trắng
//www.thegioididong.com/laptop/lenovo-loq-15irx9-i7-83dv00ugvn,"LAN (RJ45)
3 x USB 3.2
HDMI
1 x USB-C 3.2 (hỗ trợ truyền dữ liệu, Power Delivery 140W và DisplayPort 1.4)
1 x Headphone/microphone combo","Wi-Fi 6E (802.11ax)
Bluetooth 5.3",HD webcam,"2 quạt
Cooler Boost 5",Công tắc khóa camera
//www.thegioididong.com/laptop/apple-macbook-air-m2-2022-16gb-256gb,"MagSafe 3
Jack tai nghe 3.5 mm
2 x Thunderbolt 3","Wi-Fi 7 (802.11be)
Bluetooth 5.4",Micro SD,"Full HD Webcam
Camera IR","Tiêu chuẩn Nền Intel Evo
Bản lề mở 180 độ
Bảo mật vân tay
Công tắc khóa camera
Mở khóa khuôn mặt"
//www.thegioididong.com/laptop/lg-gram-17z90s-ultra-7-17z90sgah78a5,"Jack tai nghe 3.5 mm
2 x USB 3.2
HDMI
2 x USB-C with USB 4.0/ Thunderbolt 4","Wi-Fi 6E (802.11ax)
Bluetooth 5.3",SD,1080p FaceTime HD camera,Bảo mật vân tay
//www.thegioididong.com/laptop/msi-modern-15-b12mo-i7-487vn,"Jack tai nghe 3.5 mm
1 x USB 3.2
HDMI
2 x USB 2.0
1 x USB Type-C (hỗ trợ USB, Power Delivery và DisplayPort)","Bluetooth 5.0
Wi-Fi 802.11 a/b/g/n/ac",SD,HD webcam,Không có đèn
